Date,Open,High,Low,Close,Volume
2024-04-19,71.15,71.15,68.38,69.21,23169861
2024-04-22,70.48,70.89,68.48,68.98,26804899
2024-04-23,70.02,71.14,69.62,70.8,16814207
2024-04-24,70.15,70.22,67.365,69.36,27515596
2024-04-25,67.86,70.29,67.38,69.31,20545159
2024-04-26,69.975,70.15,68.7,69.05,16187639
2024-04-29,68.5,68.66,67.2,67.4,21143373
2024-04-30,67.225,68.5991,66.07,66.27,22707275
2024-05-01,66.04,69.41,65.86,67.79,21276158
2024-05-02,68.4,69.036,67.625,68.57,18229306
2024-05-03,69.845,70.3386,69.03,69.23,15557671
2024-05-06,71.0,73.82,70.832,71.51,25001918
2024-05-07,72.64,72.64,69.8,70.43,24427252
2024-05-08,64.5,67.2,63.8353,66.4,84219974
2024-05-09,66.81,68.57,66.75,67.93,27965536
2024-05-10,67.82,67.9,66.4,66.99,18924391
2024-05-13,67.0,67.0637,64.72,66.02,18983132
2024-05-14,65.85,66.1,64.75,65.32,19462279
2024-05-15,66.0,66.66,65.22,66.62,16308711
2024-05-16,66.97,67.33,66.0,66.05,19923462
2024-05-17,66.5,66.64,65.52,65.67,15703320
2024-05-20,65.64,65.87,64.305,64.65,15864425
2024-05-21,64.13,64.65,63.81,63.97,16592548
2024-05-22,64.82,66.09,64.52,65.48,22562072
2024-05-23,65.56,65.8,63.25,63.6,20114981
2024-05-24,63.78,64.76,63.62,64.26,10385892
2024-05-28,64.61,64.61,63.1,63.52,14213346
2024-05-29,63.01,65.365,62.91,64.93,16987906
2024-05-30,64.79,65.41,63.72,64.12,12692547
2024-05-31,64.2,64.63,63.14,64.56,17322445
2024-06-03,64.78,64.96,62.935,63.79,14922214
2024-06-04,64.06,65.19,63.7,64.55,12689227
2024-06-05,64.94,66.28,64.21,65.82,19513505
2024-06-06,67.45,69.69,67.33,68.9,25871476
2024-06-07,68.9,69.71,68.11,69.31,13932603
2024-06-10,69.28,69.6913,66.56,68.6,19168881
2024-06-11,68.6,69.6,67.76,69.59,12741160
2024-06-12,71.31,73.6,71.0,73.15,24435503
2024-06-13,73.16,73.16,70.24,70.86,17109442
2024-06-14,70.91,71.0,69.32,70.06,11601130
2024-06-17,69.91,70.83,69.83,70.49,14760477
2024-06-18,70.6,71.21,69.89,70.33,9511579
2024-06-20,70.51,71.12,69.73,70.3,10662403
2024-06-21,70.04,70.25,69.23,70.21,20913321
2024-06-24,69.83,71.23,69.75,70.54,12479277
2024-06-25,71.86,72.94,70.22,71.38,18911562
2024-06-26,70.94,71.6,70.55,70.85,10232568
2024-06-27,70.98,71.32,70.07,70.34,9650481
2024-06-28,70.81,73.26,70.77,72.68,21375880
2024-07-01,72.2,72.58,69.4,71.1,13438725
2024-07-02,71.25,71.26,68.88,70.67,14318951
2024-07-03,70.66,72.14,70.5,71.3,7869781
2024-07-05,70.99,71.4177,70.385,71.06,6599189
2024-07-08,71.31,71.78,70.75,71.25,7231051
2024-07-09,71.4,72.28,71.13,71.32,8759653
2024-07-10,71.5,71.5,68.38,69.27,14638754
2024-07-11,69.51,73.645,68.85,73.53,26702460
2024-07-12,72.11,73.8,72.11,72.43,14683659
2024-07-15,73.06,73.25,70.7605,72.29,13472570
2024-07-16,73.11,75.4,73.11,74.3,17528998
2024-07-17,73.38,73.41,68.555,68.62,27884447
2024-07-18,69.0,69.3413,65.81,66.26,21988924
2024-07-19,66.78,67.44,66.1,67.31,12809588
2024-07-22,67.53,68.78,67.085,67.73,13407987
2024-07-23,68.05,69.1,67.28,67.52,9539770
2024-07-24,67.27,67.79,65.78,66.14,15187117
2024-07-25,66.0,69.37,64.4,65.74,22596919
2024-07-26,66.1,66.26,64.18,64.4,17379446
2024-07-29,64.835,65.2554,63.72,63.76,16906996
2024-07-30,64.15,64.77,62.61,63.09,16506187
2024-07-31,63.88,65.182,63.66,64.47,18209679
2024-08-01,64.86,65.0,60.76,61.02,18967935
2024-08-02,59.38,59.58,56.86,58.99,27654556
2024-08-05,55.53,58.65,54.84,58.48,32063685
2024-08-06,62.55,65.82,60.5,64.87,53336871
2024-08-07,65.56,68.4,65.49,65.54,31493570
2024-08-08,66.525,69.165,65.95,69.01,21779121
2024-08-09,69.14,69.38,67.75,68.54,12770320
2024-08-12,68.61,69.31,68.02,69.26,10826108
2024-08-13,69.77,71.19,69.38,71.06,15472546
2024-08-14,71.6,72.0,70.61,71.93,12336957
2024-08-15,72.51,73.42,72.29,72.73,13711340
2024-08-16,72.5,73.35,71.755,72.04,11548276
2024-08-19,72.0,74.22,71.795,74.18,13821265
2024-08-20,74.27,74.48,73.28,73.31,10246486
2024-08-21,73.72,74.29,73.06,73.48,9290198
2024-08-22,73.55,74.12,72.67,73.31,9571940
2024-08-23,72.85,74.455,72.35,74.3,13065551
2024-08-26,74.3,74.3,72.11,72.61,10999937
2024-08-27,72.49,73.09,71.8,72.56,7294117
2024-08-28,72.5,72.55,71.02,71.85,9529378
2024-08-29,72.5,73.28,72.13,72.24,9300785
2024-08-30,72.89,73.4194,72.06,73.13,12676935
2024-09-03,72.57,73.61,71.21,71.89,13053336
2024-09-04,71.52,72.69,71.3,71.56,7995815
2024-09-05,71.08,72.62,70.92,71.25,8890860
2024-09-06,71.13,72.02,68.729,69.58,11449834
2024-09-09,70.95,71.19,69.6325,69.8,8804605
2024-09-10,70.0,70.46,67.64,68.99,20227244
2024-09-11,68.83,70.22,67.12,70.11,14671855
2024-09-12,70.06,70.49,67.85,68.09,16381657
2024-09-13,72.4,72.755,70.94,72.48,30376487
2024-09-16,72.36,72.5,71.04,71.52,12016670
2024-09-17,71.97,73.73,71.31,72.78,14639821
2024-09-18,72.77,74.74,72.192,73.5,11720932
2024-09-19,74.98,76.46,74.56,75.28,17698445
2024-09-20,74.82,75.05,73.4511,73.94,17472693
2024-09-23,75.11,75.27,73.78,74.71,8285323
2024-09-24,76.0,77.51,75.97,77.44,16099212
2024-09-25,77.51,78.28,77.08,77.14,12552602
2024-09-26,78.36,78.45,75.13,76.69,14788553
2024-09-27,77.03,77.08,75.7,75.75,7580133
2024-09-30,75.305,75.72,74.255,75.16,12993585
2024-10-01,75.77,75.77,73.84,74.24,8980535
2024-10-02,74.09,74.31,72.79,72.87,11323367
2024-10-03,72.56,73.21,71.9,72.94,11096334
2024-10-04,74.11,74.32,73.22,74.28,10757712
2024-10-07,74.255,75.74,73.73,74.59,15328806
2024-10-08,75.25,77.02,75.06,76.17,17800250
2024-10-09,76.0,77.96,75.955,77.87,17251051
2024-10-10,77.65,78.24,76.9,77.92,15033626
2024-10-11,82.0,87.0,81.86,86.34,57290484
2024-10-14,85.64,86.18,84.18,84.94,14752430
2024-10-15,84.77,84.77,82.65,83.2,14858455
2024-10-16,82.93,83.48,81.62,81.9,12398522
2024-10-17,79.92,80.88,79.41,79.9,27373196
2024-10-18,80.53,80.55,78.8,79.16,14186721
2024-10-21,79.94,80.57,79.55,80.46,11238726
2024-10-22,80.47,81.25,79.98,80.41,10754049
2024-10-23,80.055,80.32,79.36,79.83,8689871
2024-10-24,78.005,78.6,77.14,78.38,15220863
2024-10-25,78.26,78.84,76.96,77.62,11727421
2024-10-28,78.2,78.38,77.47,77.69,9311857
2024-10-29,77.85,79.99,77.77,79.21,14469580
2024-10-30,79.23,80.075,78.8201,79.43,14997693
2024-10-31,74.5,74.99,69.87,72.05,64047078
2024-11-01,73.94,74.15,72.25,73.25,33542204
2024-11-04,72.75,74.22,72.66,73.25,14949148
2024-11-05,73.55,74.34,73.24,74.15,12274566
2024-11-06,73.455,74.62,70.7412,74.36,26410662
2024-11-07,76.1,76.4,72.74,73.13,24305902
2024-11-08,73.44,73.56,71.555,72.04,20152597
2024-11-11,72.5,73.0,71.34,71.65,22682174
2024-11-12,71.96,72.68,71.2,71.37,19439705
2024-11-13,71.6,72.08,70.55,71.16,15006009
2024-11-14,71.21,72.75,70.76,71.44,17372180
2024-11-15,72.04,73.63,71.76,73.25,23980917
2024-11-18,72.04,72.04,67.8,69.33,45238309
2024-11-19,68.2645,69.6,68.2,69.13,22289103
2024-11-20,69.26,70.33,68.95,69.6,16656551
2024-11-21,70.28,70.87,68.8,69.64,25657713
2024-11-22,69.965,71.54,69.35,71.51,14874060
2024-11-25,72.51,73.55,71.83,73.42,17446563
2024-11-26,73.5,73.5,71.34,71.56,13704896
2024-11-27,72.05,72.7,71.01,71.62,12967786
2024-11-29,71.7,72.44,71.52,71.96,7348658
2024-12-02,71.93,73.44,71.47,73.07,11574636
2024-12-03,73.05,73.25,71.2499,71.27,12760488
2024-12-04,71.4,72.4,70.65,72.16,17263132
2024-12-05,71.93,72.03,64.28,65.23,77320417
2024-12-06,66.45,67.1,65.2,66.09,36413161
2024-12-09,65.47,66.17,65.06,65.74,27602901
2024-12-10,65.74,65.76,64.64,64.96,23672866
2024-12-11,64.695,64.695,60.23,61.18,71089520
2024-12-12,63.165,63.54,61.25,61.41,45673208
2024-12-13,61.86,62.26,59.74,59.93,47325346
2024-12-16,60.32,61.3,60.12,60.25,38612401
2024-12-17,59.42,61.04,59.33,61.03,35025487
2024-12-18,61.39,63.94,60.85,61.23,46736705
2024-12-19,61.775,62.31,59.98,60.21,27811409
2024-12-20,60.085,61.39,59.7503,60.73,26377669
2024-12-23,60.89,62.22,60.76,61.87,16093552
2024-12-24,61.97,61.98,60.88,61.71,7882461
2024-12-26,61.59,61.97,61.16,61.56,12683898
2024-12-27,61.1856,61.26,60.02,61.13,13483564
2024-12-30,60.58,61.37,60.12,60.77,17709217
2024-12-31,61.0,61.1,60.17,60.32,14487281
2025-01-02,62.19,63.39,61.31,63.17,25899072
2025-01-03,63.69,65.22,63.44,64.59,28553825
2025-01-06,66.97,67.35,66.04,66.31,32980652
2025-01-07,68.49,68.84,65.95,66.15,35347776
2025-01-08,66.4,66.68,64.12,64.91,24523299
2025-01-10,64.5,66.6,63.96,65.97,30728846
2025-01-13,65.155,67.195,65.02,65.7,23960107
2025-01-14,66.17,66.81,64.62,64.84,25735753
2025-01-15,66.01,67.245,66.01,67.02,22704830
2025-01-16,67.76,69.58,67.64,68.58,29013144
2025-01-17,68.8,69.02,67.23,67.34,27139154
2025-01-21,67.945,68.18,66.85,67.74,21423617
2025-01-22,68.39,68.43,67.5,67.82,18130028
2025-01-23,67.6,68.37,67.24,68.3,15355443
2025-01-24,68.725,69.31,68.4,68.56,14360349
2025-01-27,67.67,69.41,67.37,68.77,20904644
2025-01-28,68.395,69.6752,67.1624,68.07,24988456
2025-01-29,67.85,68.06,65.82,66.75,29592594
2025-01-30,63.42,67.222,63.42,66.59,33246503
2025-01-31,67.09,67.87,66.3327,66.85,19805625
2025-02-03,65.3,68.85,65.1781,67.29,25290048
2025-02-04,67.83,70.19,67.69,69.75,33786239
2025-02-05,66.355,66.75,63.5,64.48,78975878
